date,Open,High,Low,Close,Volume
2024-12-26 09:30:00-05:00,33.880001068115234,33.880001068115234,33.880001068115234,33.880001068115234,0
2024-12-26 09:31:00-05:00,,,,,0
2024-12-26 09:32:00-05:00,,,,,0
2024-12-26 09:33:00-05:00,,,,,0
2024-12-26 09:34:00-05:00,33.83000183105469,33.83000183105469,33.83000183105469,33.83000183105469,453
2024-12-26 09:35:00-05:00,,,,,0
2024-12-26 09:36:00-05:00,,,,,0
2024-12-26 09:37:00-05:00,,,,,0
2024-12-26 09:38:00-05:00,,,,,0
2024-12-26 09:39:00-05:00,,,,,0
2024-12-26 09:40:00-05:00,,,,,0
2024-12-26 09:41:00-05:00,,,,,0
2024-12-26 09:42:00-05:00,,,,,0
2024-12-26 09:43:00-05:00,,,,,0
2024-12-26 09:44:00-05:00,,,,,0
2024-12-26 09:45:00-05:00,,,,,0
2024-12-26 09:46:00-05:00,,,,,0
2024-12-26 09:47:00-05:00,,,,,0
2024-12-26 09:48:00-05:00,,,,,0
2024-12-26 09:49:00-05:00,,,,,0
2024-12-26 09:50:00-05:00,,,,,0
2024-12-26 09:51:00-05:00,,,,,0
2024-12-26 09:52:00-05:00,,,,,0
2024-12-26 09:53:00-05:00,,,,,0
2024-12-26 09:54:00-05:00,,,,,0
2024-12-26 09:55:00-05:00,,,,,0
2024-12-26 09:56:00-05:00,,,,,0
2024-12-26 09:57:00-05:00,,,,,0
2024-12-26 09:58:00-05:00,,,,,0
2024-12-26 09:59:00-05:00,,,,,0
2024-12-26 10:00:00-05:00,,,,,0
2024-12-26 10:01:00-05:00,,,,,0
2024-12-26 10:02:00-05:00,,,,,0
2024-12-26 10:03:00-05:00,,,,,0
2024-12-26 10:04:00-05:00,,,,,0
2024-12-26 10:05:00-05:00,,,,,0
2024-12-26 10:06:00-05:00,,,,,0
2024-12-26 10:07:00-05:00,,,,,0
2024-12-26 10:08:00-05:00,,,,,0
2024-12-26 10:09:00-05:00,,,,,0
2024-12-26 10:10:00-05:00,,,,,0
2024-12-26 10:11:00-05:00,,,,,0
2024-12-26 10:12:00-05:00,,,,,0
2024-12-26 10:13:00-05:00,,,,,0
2024-12-26 10:14:00-05:00,,,,,0
2024-12-26 10:15:00-05:00,,,,,0
2024-12-26 10:16:00-05:00,,,,,0
2024-12-26 10:17:00-05:00,,,,,0
2024-12-26 10:18:00-05:00,,,,,0
2024-12-26 10:19:00-05:00,,,,,0
2024-12-26 10:20:00-05:00,,,,,0
2024-12-26 10:21:00-05:00,,,,,0
2024-12-26 10:22:00-05:00,,,,,0
2024-12-26 10:23:00-05:00,,,,,0
2024-12-26 10:24:00-05:00,,,,,0
2024-12-26 10:25:00-05:00,,,,,0
2024-12-26 10:26:00-05:00,,,,,0
2024-12-26 10:27:00-05:00,,,,,0
2024-12-26 10:28:00-05:00,,,,,0
2024-12-26 10:29:00-05:00,,,,,0
2024-12-26 10:30:00-05:00,,,,,0
