Date,Open_JPY=X,High_JPY=X,Low_JPY=X,Close_JPY=X,Volume_JPY=X
2024-12-18 00:56:00+00:00,153.66600036621094,153.6790008544922,153.63800048828125,153.6479949951172,0
2024-12-18 00:57:00+00:00,153.6490020751953,153.66799926757812,153.63499450683594,153.66400146484375,0
2024-12-18 00:58:00+00:00,153.66200256347656,153.67799377441406,153.65499877929688,153.66099548339844,0
2024-12-18 00:59:00+00:00,153.66200256347656,153.6999969482422,153.6580047607422,153.6840057373047,0
2024-12-18 01:00:00+00:00,153.68800354003906,153.70700073242188,153.66900634765625,153.68600463867188,0
2024-12-18 01:01:00+00:00,153.67999267578125,153.6909942626953,153.66700744628906,153.6840057373047,0
2024-12-18 01:02:00+00:00,153.6820068359375,153.68600463867188,153.63800048828125,153.67999267578125,0
2024-12-18 01:03:00+00:00,153.67799377441406,153.68800354003906,153.66200256347656,153.67300415039062,0
2024-12-18 01:04:00+00:00,153.6739959716797,153.6840057373047,153.66600036621094,153.68299865722656,0
2024-12-18 01:05:00+00:00,153.6820068359375,153.6929931640625,153.67300415039062,153.68499755859375,0
2024-12-18 01:06:00+00:00,153.6790008544922,153.68899536132812,153.64599609375,153.65199279785156,0
2024-12-18 01:07:00+00:00,153.6479949951172,153.66400146484375,153.6439971923828,153.6510009765625,0
2024-12-18 01:08:00+00:00,153.6439971923828,153.6540069580078,153.58900451660156,153.59300231933594,0
2024-12-18 01:09:00+00:00,153.593994140625,153.60800170898438,153.57699584960938,153.5959930419922,0
2024-12-18 01:10:00+00:00,153.5989990234375,153.61000061035156,153.5850067138672,153.60699462890625,0
2024-12-18 01:11:00+00:00,153.60299682617188,153.6199951171875,153.58399963378906,153.6060028076172,0
2024-12-18 01:12:00+00:00,153.60699462890625,153.60800170898438,153.59100341796875,153.6020050048828,0
2024-12-18 01:13:00+00:00,153.60699462890625,153.6199951171875,153.593994140625,153.59800720214844,0
2024-12-18 01:14:00+00:00,153.6009979248047,153.6269989013672,153.58700561523438,153.6199951171875,0
2024-12-18 01:15:00+00:00,153.6179962158203,153.6479949951172,153.61000061035156,153.64100646972656,0
2024-12-18 01:16:00+00:00,153.63999938964844,153.6580047607422,153.63400268554688,153.6540069580078,0
2024-12-18 01:17:00+00:00,153.6529998779297,153.6750030517578,153.6479949951172,153.66400146484375,0
2024-12-18 01:18:00+00:00,153.6649932861328,153.67799377441406,153.6479949951172,153.6540069580078,0
2024-12-18 01:19:00+00:00,153.6510009765625,153.65699768066406,153.6199951171875,153.6219940185547,0
2024-12-18 01:20:00+00:00,153.62899780273438,153.63800048828125,153.6219940185547,153.63499450683594,0
2024-12-18 01:21:00+00:00,153.6320037841797,153.63800048828125,153.62100219726562,153.6320037841797,0
2024-12-18 01:22:00+00:00,153.62899780273438,153.6479949951172,153.61900329589844,153.62899780273438,0
2024-12-18 01:23:00+00:00,153.6300048828125,153.64100646972656,153.62100219726562,153.63800048828125,0
2024-12-18 01:24:00+00:00,153.63499450683594,153.68499755859375,153.6300048828125,153.6750030517578,0
2024-12-18 01:25:00+00:00,153.67599487304688,153.70899963378906,153.67100524902344,153.7050018310547,0
2024-12-18 01:26:00+00:00,153.70199584960938,153.73300170898438,153.697998046875,153.7310028076172,0
2024-12-18 01:27:00+00:00,153.72799682617188,153.7449951171875,153.71400451660156,153.72300720214844,0
2024-12-18 01:28:00+00:00,153.72500610351562,153.7270050048828,153.70199584960938,153.70799255371094,0
2024-12-18 01:29:00+00:00,153.70799255371094,153.72999572753906,153.70700073242188,153.7270050048828,0
2024-12-18 01:30:00+00:00,153.72799682617188,153.73800659179688,153.71400451660156,153.718994140625,0
2024-12-18 01:31:00+00:00,153.71800231933594,153.73500061035156,153.71299743652344,153.72000122070312,0
2024-12-18 01:32:00+00:00,153.71600341796875,153.72900390625,153.71299743652344,153.71800231933594,0
2024-12-18 01:33:00+00:00,153.7209930419922,153.7220001220703,153.67799377441406,153.68800354003906,0
2024-12-18 01:34:00+00:00,153.68899536132812,153.71600341796875,153.68699645996094,153.71400451660156,0
2024-12-18 01:35:00+00:00,153.71299743652344,153.71400451660156,153.69000244140625,153.69500732421875,0
2024-12-18 01:36:00+00:00,153.69400024414062,153.7259979248047,153.69000244140625,153.7010040283203,0
2024-12-18 01:37:00+00:00,153.697998046875,153.72000122070312,153.68499755859375,153.70700073242188,0
2024-12-18 01:38:00+00:00,153.70199584960938,153.73199462890625,153.6999969482422,153.72300720214844,0
2024-12-18 01:39:00+00:00,153.72999572753906,153.72999572753906,153.70700073242188,153.7270050048828,0
2024-12-18 01:40:00+00:00,153.7220001220703,153.75,153.7169952392578,153.74899291992188,0
2024-12-18 01:41:00+00:00,153.75,153.75399780273438,153.72900390625,153.73300170898438,0
2024-12-18 01:42:00+00:00,153.73500061035156,153.7530059814453,153.72799682617188,153.72900390625,0
2024-12-18 01:43:00+00:00,153.73599243164062,153.7550048828125,153.7270050048828,153.73300170898438,0
2024-12-18 01:44:00+00:00,153.73399353027344,153.76300048828125,153.72799682617188,153.75599670410156,0
2024-12-18 01:45:00+00:00,153.7519989013672,153.76600646972656,153.7519989013672,153.7570037841797,0
2024-12-18 01:46:00+00:00,153.75900268554688,153.76699829101562,153.75,153.76600646972656,0
2024-12-18 01:47:00+00:00,153.76499938964844,153.78500366210938,153.75999450683594,153.77000427246094,0
2024-12-18 01:48:00+00:00,153.77099609375,153.7740020751953,153.75900268554688,153.75900268554688,0
2024-12-18 01:49:00+00:00,153.75799560546875,153.77499389648438,153.7480010986328,153.77000427246094,0
2024-12-18 01:50:00+00:00,153.76699829101562,153.78500366210938,153.75,153.75799560546875,0
2024-12-18 01:51:00+00:00,153.7570037841797,153.75999450683594,153.72000122070312,153.72799682617188,0
2024-12-18 01:52:00+00:00,153.72000122070312,153.72799682617188,153.67599487304688,153.697998046875,0
2024-12-18 01:53:00+00:00,153.6959991455078,153.70700073242188,153.67999267578125,153.69900512695312,0
2024-12-18 01:54:00+00:00,153.70399475097656,153.70599365234375,153.67999267578125,153.6840057373047,0
2024-12-18 01:55:00+00:00,153.68899536132812,153.69900512695312,153.6490020751953,153.6540069580078,0
2024-12-18 01:56:00+00:00,153.65199279785156,153.67100524902344,153.63499450683594,153.63900756835938,0
2024-12-18 01:57:00+00:00,153.63800048828125,153.6529998779297,153.60699462890625,153.61500549316406,0
2024-12-18 01:58:00+00:00,153.6179962158203,153.6219940185547,153.57899475097656,153.58099365234375,0
2024-12-18 01:59:00+00:00,153.5800018310547,153.59500122070312,153.57400512695312,153.59100341796875,0
2024-12-18 02:00:00+00:00,153.58999633789062,153.60699462890625,153.57200622558594,153.59500122070312,0
2024-12-18 02:01:00+00:00,153.5959930419922,153.6179962158203,153.58900451660156,153.60000610351562,0
2024-12-18 02:02:00+00:00,153.5970001220703,153.61199951171875,153.5780029296875,153.60800170898438,0
2024-12-18 02:03:00+00:00,153.61099243164062,153.62899780273438,153.59800720214844,153.60800170898438,0
2024-12-18 02:04:00+00:00,153.6020050048828,153.6269989013672,153.6020050048828,153.62399291992188,0
2024-12-18 02:05:00+00:00,153.625,153.64599609375,153.61300659179688,153.61700439453125,0
2024-12-18 02:06:00+00:00,153.62600708007812,153.63699340820312,153.61399841308594,153.6280059814453,0
2024-12-18 02:07:00+00:00,153.63499450683594,153.64500427246094,153.61000061035156,153.61500549316406,0
2024-12-18 02:08:00+00:00,153.61000061035156,153.6300048828125,153.60899353027344,153.6199951171875,0
2024-12-18 02:09:00+00:00,153.62100219726562,153.63999938964844,153.62100219726562,153.63099670410156,0
2024-12-18 02:10:00+00:00,153.63099670410156,153.63800048828125,153.61900329589844,153.62899780273438,0
2024-12-18 02:11:00+00:00,153.63099670410156,153.66600036621094,153.6300048828125,153.64700317382812,0
2024-12-18 02:12:00+00:00,153.64599609375,153.6750030517578,153.63900756835938,153.67300415039062,0
2024-12-18 02:13:00+00:00,153.67300415039062,153.6820068359375,153.6699981689453,153.6790008544922,0
2024-12-18 02:14:00+00:00,153.6739959716797,153.6929931640625,153.64999389648438,153.6540069580078,0
2024-12-18 02:15:00+00:00,153.6540069580078,153.6840057373047,153.6479949951172,153.6790008544922,0
2024-12-18 02:16:00+00:00,153.68099975585938,153.6999969482422,153.67599487304688,153.6959991455078,0
2024-12-18 02:17:00+00:00,153.69500732421875,153.697998046875,153.68800354003906,153.6929931640625,0
2024-12-18 02:18:00+00:00,153.69000244140625,153.69900512695312,153.69000244140625,153.69400024414062,0
2024-12-18 02:19:00+00:00,153.6999969482422,153.70799255371094,153.69000244140625,153.69500732421875,0
2024-12-18 02:20:00+00:00,153.69500732421875,153.6959991455078,153.66799926757812,153.6790008544922,0
2024-12-18 02:21:00+00:00,153.6790008544922,153.68299865722656,153.656005859375,153.67100524902344,0
2024-12-18 02:22:00+00:00,153.67300415039062,153.6750030517578,153.66000366210938,153.66799926757812,0
2024-12-18 02:23:00+00:00,153.66799926757812,153.6739959716797,153.64999389648438,153.65499877929688,0
2024-12-18 02:24:00+00:00,153.64999389648438,153.67100524902344,153.64599609375,153.6540069580078,0
2024-12-18 02:25:00+00:00,153.6479949951172,153.6719970703125,153.64700317382812,153.66900634765625,0
2024-12-18 02:26:00+00:00,153.6699981689453,153.6739959716797,153.65899658203125,153.67300415039062,0
2024-12-18 02:27:00+00:00,153.66600036621094,153.67799377441406,153.66000366210938,153.66700744628906,0
2024-12-18 02:28:00+00:00,153.66600036621094,153.67300415039062,153.66099548339844,153.66799926757812,0
2024-12-18 02:29:00+00:00,153.66799926757812,153.67599487304688,153.66099548339844,153.66700744628906,0
2024-12-18 02:30:00+00:00,153.66099548339844,153.66600036621094,153.64300537109375,153.6529998779297,0
2024-12-18 02:31:00+00:00,153.6510009765625,153.6840057373047,153.63800048828125,153.66000366210938,0
2024-12-18 02:32:00+00:00,153.66600036621094,153.66700744628906,153.64300537109375,153.6479949951172,0
2024-12-18 02:33:00+00:00,153.6479949951172,153.6580047607422,153.64199829101562,153.6580047607422,0
2024-12-18 02:34:00+00:00,153.656005859375,153.6699981689453,153.6510009765625,153.66799926757812,0
2024-12-18 02:35:00+00:00,153.6649932861328,153.6739959716797,153.65199279785156,153.6540069580078,0
2024-12-18 02:36:00+00:00,153.65699768066406,153.67599487304688,153.6540069580078,153.66400146484375,0
2024-12-18 02:37:00+00:00,153.65899658203125,153.6739959716797,153.65699768066406,153.66600036621094,0
2024-12-18 02:38:00+00:00,153.66000366210938,153.67300415039062,153.6540069580078,153.65899658203125,0
2024-12-18 02:39:00+00:00,153.66000366210938,153.67300415039062,153.63800048828125,153.64599609375,0
2024-12-18 02:40:00+00:00,153.64300537109375,153.67599487304688,153.63800048828125,153.66900634765625,0
2024-12-18 02:41:00+00:00,153.6739959716797,153.677001953125,153.6230010986328,153.6230010986328,0
2024-12-18 02:42:00+00:00,153.6280059814453,153.6320037841797,153.60800170898438,153.61900329589844,0
2024-12-18 02:43:00+00:00,153.61599731445312,153.6219940185547,153.57899475097656,153.593994140625,0
2024-12-18 02:44:00+00:00,153.58999633789062,153.6179962158203,153.5780029296875,153.5850067138672,0
2024-12-18 02:45:00+00:00,153.58799743652344,153.59300231933594,153.5749969482422,153.59100341796875,0
2024-12-18 02:46:00+00:00,153.5850067138672,153.63800048828125,153.58200073242188,153.6320037841797,0
2024-12-18 02:47:00+00:00,153.6320037841797,153.64100646972656,153.6230010986328,153.63400268554688,0
2024-12-18 02:48:00+00:00,153.63499450683594,153.6540069580078,153.63400268554688,153.64500427246094,0
2024-12-18 02:49:00+00:00,153.64599609375,153.66400146484375,153.64300537109375,153.65499877929688,0
2024-12-18 02:50:00+00:00,153.65199279785156,153.6820068359375,153.64700317382812,153.6699981689453,0
2024-12-18 02:51:00+00:00,153.6699981689453,153.69200134277344,153.66799926757812,153.69000244140625,0
2024-12-18 02:52:00+00:00,153.68899536132812,153.69900512695312,153.68099975585938,153.68800354003906,0
2024-12-18 02:53:00+00:00,153.68800354003906,153.68800354003906,153.66400146484375,153.6719970703125,0
2024-12-18 02:54:00+00:00,153.6750030517578,153.68299865722656,153.6540069580078,153.6750030517578,0
2024-12-18 02:55:00+00:00,153.6750030517578,153.70399475097656,153.6750030517578,153.7030029296875,0
2024-12-18 02:56:00+00:00,153.70599365234375,153.70700073242188,153.6929931640625,153.7010040283203,0
2024-12-18 02:57:00+00:00,153.7010040283203,153.74899291992188,153.6959991455078,153.73199462890625,0
2024-12-18 02:58:00+00:00,153.7259979248047,153.73399353027344,153.71400451660156,153.72000122070312,0
2024-12-18 02:59:00+00:00,153.71400451660156,153.7239990234375,153.6820068359375,153.68899536132812,0
2024-12-18 03:00:00+00:00,153.68800354003906,153.6999969482422,153.6699981689453,153.68099975585938,0
2024-12-18 03:01:00+00:00,153.68299865722656,153.70199584960938,153.67599487304688,153.6909942626953,0
2024-12-18 03:02:00+00:00,153.6929931640625,153.71200561523438,153.68800354003906,153.7010040283203,0
2024-12-18 03:03:00+00:00,153.7030029296875,153.7239990234375,153.6999969482422,153.72300720214844,0
2024-12-18 03:04:00+00:00,153.71800231933594,153.72799682617188,153.69500732421875,153.70700073242188,0
2024-12-18 03:05:00+00:00,153.70599365234375,153.7209930419922,153.69900512695312,153.71099853515625,0
2024-12-18 03:06:00+00:00,153.7030029296875,153.71099853515625,153.68299865722656,153.68800354003906,0
2024-12-18 03:07:00+00:00,153.69200134277344,153.69700622558594,153.6750030517578,153.6820068359375,0
2024-12-18 03:08:00+00:00,153.6750030517578,153.69700622558594,153.6750030517578,153.68499755859375,0
2024-12-18 03:09:00+00:00,153.68499755859375,153.71400451660156,153.6790008544922,153.68800354003906,0
2024-12-18 03:10:00+00:00,153.68099975585938,153.6959991455078,153.66400146484375,153.69500732421875,0
2024-12-18 03:11:00+00:00,153.69400024414062,153.7010040283203,153.677001953125,153.6840057373047,0
2024-12-18 03:12:00+00:00,153.68299865722656,153.6929931640625,153.6750030517578,153.68800354003906,0
2024-12-18 03:13:00+00:00,153.6840057373047,153.69400024414062,153.66600036621094,153.677001953125,0
